,link,name,username,text,date,retweeted,No_of_likes,No-of_retweets
2794,https://twitter.com/adedotunolu/status/1690683503573184513#m,Olumide Adedotun,@adedotunolu,"#JagunJagunMovie   2.   If you have watched warrior movies like Bashorun Gaa, Afonja, Aare Onakakanfo, you will be disappointed with Jagun Jagun  Those movies had better storylines and better character development as an epic Yoruba movie than Jagun Jagun.","Aug 13, 2023 · 11:15 AM UTC",False,0,0
2795,https://twitter.com/geo_patrick01/status/1690683338485387266#m,Patrickknox ᵒᶰᵉ&ᵒᶰˡʸ,@geo_patrick01,"@realfemiadebayo salute to you for a good interpretation of your role in #JagunJagunMovie its been a long while I saw a Yoruba movie this good, please take your time to do movies like this. You were awesome. Excellent cast and beautiful storyline.","Aug 13, 2023 · 11:14 AM UTC",False,0,0
2796,https://twitter.com/Makanjuola0703/status/1690683302007427072#m,Azeez. 👨‍🔬🇳🇬🕌📿,@Makanjuola0703,@realfemiadebayo come and carry your sub oo. Still gave a standing order to annihilate every single being in that village. #JagunJagunMovie is indeed the movie of the year. If I didn't watch this movie I wouldn't forgive myself.,"Aug 13, 2023 · 11:14 AM UTC",False,0,0
2797,https://twitter.com/Mykell_J/status/1690682907009146880#m,Michael Johnson,@Mykell_J,Who ever acted as Ohundiji is such a good actor … My God 😳 #JagunJagunMovie,"Aug 13, 2023 · 11:13 AM UTC",False,0,0
2798,https://twitter.com/adedotunolu/status/1690682807960342528#m,Olumide Adedotun,@adedotunolu,"#JagunJagunMovie   On Jagun Jagun   The film was very good in its cinematography, colour grading, props  BUT, In my opinion, the movie did not live to the hype.   The plot was disjointed, the characters were not fully developed and noisy.   The fighting skills is not Yoruba.","Aug 13, 2023 · 11:12 AM UTC",False,0,0
2799,https://twitter.com/boda_lanre/status/1690682770308128768#m,Senator OLS Salz,@boda_lanre,"#JagunJagunMovie watching it again, Love it 💯","Aug 13, 2023 · 11:12 AM UTC",False,1,0
2800,https://twitter.com/FinePopo/status/1690682550639894528#m,GanaJnr,@FinePopo,"I’ve watched #JagunJagunMovie for three good times attentively. I didn’t see anywhere a single English word was said. Kudus to all that made it a success @TheDimejiLateef, @mrmacaronii and the @realfemiadebayo 🫡🫡🫡","Aug 13, 2023 · 11:11 AM UTC",False,9,2
2801,https://twitter.com/geo_patrick01/status/1690682521556549633#m,Patrickknox ᵒᶰᵉ&ᵒᶰˡʸ,@geo_patrick01,@TheDimejiLateef well done on your well played role on #JagunJagunMovie I loved your interpretation. I hope to see many more of such movies going forward.,"Aug 13, 2023 · 11:11 AM UTC",False,2,2
2802,https://twitter.com/Iam_holybee/status/1690682514153570305#m,AYANFẸ OF AYEDUN,@Iam_holybee,Oba solomoni of Jagunjagun... Àbí nh my eyes 👀🤔 😂😂 #JagunJagunMovie #JagunJagun,"Aug 13, 2023 · 11:11 AM UTC",False,0,0
2803,https://twitter.com/Kiigbesoke/status/1690682487934943232#m,ARIWO📢🎶,@Kiigbesoke,"I want to marry a virgin, here's a Virgin beautiful lady for you. @Kiigbesoke #sundayvibes #bbnaijaAllstars #JagunJagunMovie #Osunosogbofestival2023","Aug 13, 2023 · 11:11 AM UTC",False,2,0
2804,https://twitter.com/ikayzzzz/status/1690682434172416000#m,KAY,@ikayzzzz,#JagunJagunMovie  A solid 8.5/10 I actually enjoyed it,"Aug 13, 2023 · 11:11 AM UTC",False,0,0
2805,https://twitter.com/abdul_semi/status/1690682412957573120#m,Purview,@abdul_semi,Aisha Lawal is a fantastic actor. Great performance again in #JagunJagunMovie.,"Aug 13, 2023 · 11:11 AM UTC",False,2,0
2806,https://twitter.com/Mykell_J/status/1690682143423520769#m,Michael Johnson,@Mykell_J,What kind of beards does Gbogunmi have (ni tori Olorun) 🤣😂🤣😂 #JagunJagunMovie,"Aug 13, 2023 · 11:10 AM UTC",False,0,0
2807,https://twitter.com/AkoredeOjeleye/status/1690682037609349122#m,Akorede Olamide,@AkoredeOjeleye,Jagun jagun is worth the hype fr ...  Profound message #JagunJagunMovie #JagunJagun kudos to all the cast and most especially uncle femi @realfemiadebayo great job!,"Aug 13, 2023 · 11:09 AM UTC",False,0,0
2808,https://twitter.com/ojofether/status/1690681922345648130#m,Ojofether,@ojofether,"@realfemiadebayo, you might be contacted by the Nigeria government to send ""Agemo"" to assist the  military in fighting against terrorism and probably in Niger.  #JagunJagunMovie #JagunJagun #saynotowar","Aug 13, 2023 · 11:09 AM UTC",False,0,0
2809,https://twitter.com/shameAFC/status/1690681806050181120#m,🕵️‍♀️ That's Me,@shameAFC,As I see say Dimeji Lateef and Bukunmi dey fall in love I knew there will be a scene where they will both be crying together. #JagunJagunMovie,"Aug 13, 2023 · 11:08 AM UTC",False,3,0
2810,https://twitter.com/mcbrodabujo/status/1690681607751892992#m,🤠Director of VAWULENCE 💣⚔️🗡️🛡️🔞❌♨️❎ 🤡,@mcbrodabujo,You people should try and watch 'Jagun Jagun' with the English Audio 😂😂😂Shii is craay 😂😂😂 #jagunjagun #jagunjagunmovie #netflix #englishversion,"Aug 13, 2023 · 11:08 AM UTC",False,0,0
2811,https://twitter.com/drey_001/status/1690681457629450241#m,Darey of Lagos,@drey_001,Give @realfemiadebayo his forest 🌳  on that #JagunJagunMovie 🤯🤯🤯 watching it for the 5th time and I want to watch it again and again 🥺 All of the actors were amazing 💯 This is a pointer to the fact that Yoruba movie is unbeatable from now. Amvca get ready with the awards,"Aug 13, 2023 · 11:07 AM UTC",False,0,1
2812,https://twitter.com/Mykell_J/status/1690681437606043649#m,Michael Johnson,@Mykell_J,Ogundiji’s robes 😍🥰🔥🔥 #JagunJagunMovie,"Aug 13, 2023 · 11:07 AM UTC",False,0,0
2813,https://twitter.com/ANC_Oreoluwa/status/1690681421705203712#m,Ancestor🌹,@ANC_Oreoluwa,Poor story telling. #JagunJagunMovie,"Aug 13, 2023 · 11:07 AM UTC",False,0,0
2814,https://twitter.com/Summary_kdp/status/1690681333930954752#m,Ebenezer,@Summary_kdp,Listen to latest Portable latest signee.  What a raw talent!!!   Rejected Peter Obi Twitter FBI church Mason Greenwood Corolla Pastor Adeboye Chelsea and Liverpool Asiwaju Obasanjo #EcowasIntervention #JagunJagunMovie,"Aug 13, 2023 · 11:06 AM UTC",False,1,0
2815,https://twitter.com/omodollypee/status/1690680324513001472#m,Olamide The Sangoota Nailtech,@omodollypee,Omo e Dey do me like say make I send Femi ADEBAYO 1k Make he just hold am for me 😂😂…. Naaaaah this move is sooo well done!!! #JagunJagunMovie,"Aug 13, 2023 · 11:02 AM UTC",False,0,0
2816,https://twitter.com/AfolabiOmoAfo/status/1690680018572087296#m,OLAMI🫡,@AfolabiOmoAfo,The casting for JAGUN JAGUN is 💯💯.. Everyone was perfect for their roles. 🫡🫡🫡.. Top-notch 🔥 #JagunJagunMovie,"Aug 13, 2023 · 11:01 AM UTC",False,1,1
2817,https://twitter.com/Mykell_J/status/1690679802129498112#m,Michael Johnson,@Mykell_J,Ogundiji is in trouble #JagunJagunMovie,"Aug 13, 2023 · 11:00 AM UTC",False,1,0
2818,https://twitter.com/walenaija/status/1690679589503143936#m,ADÉWÁLÉ 🇳🇬 (BMFA),@walenaija,That part is a big words  Only for ọjọgbọn fit understand.  Nothing easy to be gain in this life. Sweat and fight by diplomacy can give you what you want with a lot of prayers.  #JagunJagunMovie @TheDimejiLateef,"Aug 13, 2023 · 11:00 AM UTC",False,1,0
2819,https://twitter.com/Ibidamola_o/status/1690679452533948416#m,OmoOsunPakaki,@Ibidamola_o,"Important lessons I learnt from #JagunJagunMovie are; as a person who wields power sometimes the person you underrate in a battle might be the one to end you.  It’s not every battle a powerful person undertakes to fight.   Lastly, always respect d people you preside over.","Aug 13, 2023 · 10:59 AM UTC",False,2,0
2820,https://twitter.com/Mykell_J/status/1690679349295616000#m,Michael Johnson,@Mykell_J,How can Odunlade die like that 🥲😭😭#JagunJagunMovie,"Aug 13, 2023 · 10:59 AM UTC",False,0,0
2821,https://twitter.com/Chisongroup/status/1690679342483787776#m,𝐂𝐇𝐈𝐒𝐎𝐌,@Chisongroup,"The best movie series internet will never show you. Kurulus Osman.   Uriel | #JagunJagunMovie | #ECOWASIntervention | Church | ""Jackson Ude"" | Asiwaju | #SolidMineralScamInNigeria | ""Jagun Jagun"" | Madueke | #protest | ECOWASIntervention","Aug 13, 2023 · 10:59 AM UTC",False,0,0
2822,https://twitter.com/Mykell_J/status/1690679182236532736#m,Michael Johnson,@Mykell_J,The war scene where a warrior went on a killing spree before the devil came is 🔥 #JagunJagunMovie,"Aug 13, 2023 · 10:58 AM UTC",False,0,0
2823,https://twitter.com/Mykell_J/status/1690678857991634944#m,Michael Johnson,@Mykell_J,The graphics used for the Jaguar Jagun movie is really impressive.. The guy burnt alive tho 😭 #JagunJagunMovie,"Aug 13, 2023 · 10:57 AM UTC",False,0,0
2824,https://twitter.com/Opamulero/status/1690678696963682304#m,🔞X-WURLD🔞,@Opamulero,Orisa or Jagun jagun #JagunjagunMovie #jagunjagun #netflix #Crimea #church @realfemiadebayo @OdunladeAdekola,"Aug 13, 2023 · 10:56 AM UTC",False,0,0
2825,https://twitter.com/Toletrealtor/status/1690678156347240448#m,Toletrealtor,@Toletrealtor,JUST OUT   MUST GO TODAY   Very beautiful and spacious shop at Yaya Abatan with toilet 🚽 facing the major road good for restaurant and mini eatery 1m per annum  #rent #JagunJagunMovie #Netflix #BBNaijaS8XGuinness #BBNaijaAllStar #instablog,"Aug 13, 2023 · 10:54 AM UTC",False,0,0
2826,https://twitter.com/adeyemizzy/status/1690677696458579968#m,Adeyemi Babatunde//omo iya ologede,@adeyemizzy,#JagunJagunMovie,"Aug 13, 2023 · 10:52 AM UTC",False,1,0
2827,https://twitter.com/adu84423/status/1690677594486722561#m,Your Fav Shoemaker 🥰🥰,@adu84423,No need to waste your data to watch #JagunJagunMovie  again Nah person wey share the movie script narrate the movie give you 😂😂😂,"Aug 13, 2023 · 10:52 AM UTC",False,0,1
2828,https://twitter.com/PeachishSSs/status/1690677590518870016#m,Peachish Skin Secrets,@PeachishSSs,"Watching Jagun Jagun movie felt so outta of the world, our very own Nigeria Vikings. @realfemiadebayo made a pace setter movie. #JagunJagun #JagunJagunMovie","Aug 13, 2023 · 10:52 AM UTC",False,2,0
2829,https://twitter.com/Adigunovic/status/1690677554506616832#m,Adigun Akeem,@Adigunovic,Great work of Art... Complete Cinematography.... Keep up the awesome delivery of perfection.. @realfemiadebayo @iteledicon1 @TheDimejiLateef.. #JagunJagunMovie,"Aug 13, 2023 · 10:51 AM UTC",False,0,0
2830,https://twitter.com/Nazcargad/status/1690677506993463296#m,NazCarGad,@Nazcargad,A second review of the Yoruba epic by Emmanuel Alonge 👇 https://nazcargadwritersblock.com/jagun-jagun-is-deliciously-flamboyant-but-has-one-fatal-flaw/ #jagunjagunmovie #mrmacaroni #nollywoodreviews #yorubaronu #oduduwarepublic #oduduwa #lateefadedimeji #femiadebayo #odunladeadekola #bimboademoye,"Aug 13, 2023 · 10:51 AM UTC",False,1,0
2831,https://twitter.com/Mz_zege/status/1690676952779128833#m,Isioma,@Mz_zege,Just finished watching  Jagun Jagun…. It’s given naija game of thrones vibes😅 Thoughts? #JagunJagunMovie #Sunday,"Aug 13, 2023 · 10:49 AM UTC",False,1,0
2832,https://twitter.com/olakabir17/status/1690676580471984129#m,🏅olakabir🎖🎖🎖,@olakabir17,But the custom and make up was great. #JagunJagunMovie,"Aug 13, 2023 · 10:48 AM UTC",False,1,0
2833,https://twitter.com/FadoroTobi/status/1690676565078605825#m,Oluwat'Obi-dient Ifeanyi,@FadoroTobi,Tunde Bakare should just leave His conscience dey prick am unlike that RCCg former pastor  Peter Obi Obasanjo Naira #ECOWASIntervention Twitter FBI Anthony Joshua My President Pastor Adebayo Agemo Buhari Emefiele Jackson Idẹ Shege Mercy and Ike Church #JagunJagunMovie Anambra,"Aug 13, 2023 · 10:47 AM UTC",False,0,0
2834,https://twitter.com/ogbola_og/status/1690676084369416193#m,Hohgex_,@ogbola_og,Na jagun jagun I download oo warris this again 😂😂😂#JagunJagunMovie #ajaher #instablog #LITAMagicDay2inSG,"Aug 13, 2023 · 10:46 AM UTC",False,1,0
2835,https://twitter.com/FadoroTobi/status/1690675825660637185#m,Oluwat'Obi-dient Ifeanyi,@FadoroTobi,Tunde Bakare is speaking... Tune in to air.. Peter Obi Obasanjo Naira #ECOWASIntervention Twitter FBI Anthony Joshua My President Pastor Adebayo Agemo Buhari Emefiele Jackson Idẹ Shege Mercy and Ike Church #JagunJagunMovie Anambra State Uriel Brighton,"Aug 13, 2023 · 10:45 AM UTC",False,0,1
2836,https://twitter.com/Harkinz07/status/1690675823408234497#m,0x•Kinq🥷aDe,@Harkinz07,Shey Indians have done their own version of jagun jagun ni abi what m I hearing ?? 😂😂 #JagunJagunMovie #Instablog @instablog9ja,"Aug 13, 2023 · 10:45 AM UTC",False,0,0
2837,https://twitter.com/Iamdominoking1/status/1690675093590933504#m,DOMINOKING,@Iamdominoking1,Pure gaslight! 😂  @Ogteamie #Crimea #BlackAugust #ECOWASIntervention #JagunJagunMovie #dominoking,"Aug 13, 2023 · 10:42 AM UTC",False,11,6
2838,https://twitter.com/Akmon10/status/1690674969724747776#m,The King of Mandillas👑 👟🥼👔🩳👚🥾👞🩴,@Akmon10,This is one of my scenes in the movie #JagunJagunMovie,"Aug 13, 2023 · 10:41 AM UTC",False,1,0
2839,https://twitter.com/TheBEastOfAfri1/status/1690674846856871936#m,Sexy_Gorilla 🦍,@TheBEastOfAfri1,"We rise by lifting others, but u fit die trying to lift others o if u think say na lie ask Yemi elesho #JagunJagunMovie","Aug 13, 2023 · 10:41 AM UTC",False,2,0
2840,https://twitter.com/BaaleOfMilan/status/1690674418022744064#m,Baale of Milan🔴⚫,@BaaleOfMilan,How my weekend is going…..  @TheDimejiLateef with the action. Baba no dey disappoint. He dey always turn up  #JagunJagunMovie #JagunJagun,"Aug 13, 2023 · 10:39 AM UTC",False,13,1
2841,https://twitter.com/jaylenzshot/status/1690674160882622464#m,JAYLENZ📸📸📸,@jaylenzshot,"@TheDimejiLateef thank you for being so fantastic. I was drawn in from start to finish literally. @realfemiadebayo, undoubtedly, this is a masterpiece.  I love the trajectory of yoruba movies now. Big ups to everyone 💯💯🔥🔥. #JagunJagunMovie","Aug 13, 2023 · 10:38 AM UTC",False,9,2
2842,https://twitter.com/Akmon10/status/1690673780908015616#m,The King of Mandillas👑 👟🥼👔🩳👚🥾👞🩴,@Akmon10,Ogundiji wickedness is not from this world 😂😂😂 #JagunJagunMovie,"Aug 13, 2023 · 10:36 AM UTC",False,1,0
2843,https://twitter.com/GodswillCiroc24/status/1690673567300493312#m,Olubayo Godswill,@GodswillCiroc24,E go belike Jagun Jagun movie Wey Chelsea go beat Liverpool 😂 #JagunJagunMovie,"Aug 13, 2023 · 10:36 AM UTC",False,0,0
2844,https://twitter.com/JoblyC/status/1690673177259618304#m,Jobly Consults,@JoblyC,"#JagunJagunMovie Hiring Now!!!  Job Title: Personal Assistant  Qualifications: Minimum HND Requirements: Exceptional time management, communication, and customer service skills. Renumeration: 80,000 Location: Lagos and Ogun Send CV/Resume to careers.joblyconsults@gmail.com","Aug 13, 2023 · 10:34 AM UTC",False,0,0
2845,https://twitter.com/lekanoyen/status/1690672818030018560#m,lekan✌️✌️,@lekanoyen,Half of the Nollywood movies with this kind of publicity are usually trash. I usually just watch for 30mins and I just lose interest. The first 3 scenes of #JagunJagun almost turned me off too but the movie eventually turned out great. The movie is a solid 8/10 #JagunJagunMovie,"Aug 13, 2023 · 10:33 AM UTC",False,0,0
2846,https://twitter.com/9jaMustRise/status/1690672787428401152#m,adeolasola✳️,@9jaMustRise,And you got him killed Abi? Continue oo😂 @realfemiadebayo Great work you did #JagunJagunMovie . It was intriguing. My wife and I got our dinner burnt  yesterday because of #JagunJagunMovie,"Aug 13, 2023 · 10:32 AM UTC",False,0,0
2847,https://twitter.com/Dann_10/status/1690672255871668225#m,Dann_essy 20:10:2020,@Dann_10,"Ok i give #JagunJagunMovie a 9/10. It was a really cool movie, and i will watch it again😏","Aug 13, 2023 · 10:30 AM UTC",False,1,0
2848,https://twitter.com/shameAFC/status/1690672247193718785#m,🕵️‍♀️ That's Me,@shameAFC,@TheDimejiLateef  after successfully completing the third Ilu AJE war Task and AGEMO attacking him on his way home again by @realfemiadebayo 🤧. #JagunJagunMovie,"Aug 13, 2023 · 10:30 AM UTC",False,37,7
2849,https://twitter.com/olanike_jimoh/status/1690672189685579776#m,Gratitude-IronLady 💞,@olanike_jimoh,Have you watched #JagunJagunMovie ?,"Aug 13, 2023 · 10:30 AM UTC",False,2,0
2850,https://twitter.com/Praisefit1/status/1690672071364288512#m,Trending,@Praisefit1,#JagunJagunMovie #BlackAugustNaira #ECOWASIntervention Pastor Adeboye  Obasanjo  Apapa  Corolla  Fabrizio  Agemo  #JagunJagunMovie Chelsea vs Liverpool  Twitter FBI  Church  #GreenwoodKeke  EFL Championship  Maatsen,"Aug 13, 2023 · 10:30 AM UTC",False,0,0
2851,https://twitter.com/Oloye_Samyoung/status/1690671814601560064#m,Oyewole Young Samuel,@Oloye_Samyoung,Se e nsiwin nii abi e n siere?? #JagunJagunMovie,"Aug 13, 2023 · 10:29 AM UTC",False,1,0
2852,https://twitter.com/ALABIomo_ologo/status/1690671790769504256#m,Nicholas,@ALABIomo_ologo,Broda Femi @realfemiadebayo you will pay for your crimes if my gf should break up with me ontop this Jagun Jagun matter 😂  #JagunJagunMovie,"Aug 13, 2023 · 10:29 AM UTC",False,0,0
2853,https://twitter.com/Oloye_Samyoung/status/1690671417434513409#m,Oyewole Young Samuel,@Oloye_Samyoung,Iwo ati Tani ati t'atuni?  #JagunJagunMovie,"Aug 13, 2023 · 10:27 AM UTC",False,1,0
2854,https://twitter.com/Onike_Owon/status/1690671411822575616#m,✨Denike✨,@Onike_Owon,Gbotija is the main character of this movie for me #JagunJagunMovie,"Aug 13, 2023 · 10:27 AM UTC",False,1,0
2855,https://twitter.com/Victor_omonowa_/status/1690671349738696704#m,Victor Newton styles🇳🇬,@Victor_omonowa_,My mom loves it  10l10 rating for me tho 🍿  #JagunJagunMovie,"Aug 13, 2023 · 10:27 AM UTC",False,1,0
2856,https://twitter.com/blackpride22/status/1690671110990319617#m,Director_Blackky,@blackpride22,#CaptainDegzy the oil wey dey your head no go dry.  #JagunJagunMovie,"Aug 13, 2023 · 10:26 AM UTC",False,4,0
2857,https://twitter.com/Praisefit1/status/1690670845474013184#m,Trending,@Praisefit1,Have you seen #JagunJagunMovie This is the face of the flying guy.  #BlackAugustNaira #ECOWASIntervention Pastor Adeboye  Obasanjo  Apapa  Corolla  Fabrizio  Agemo  #JagunJagunMovie Chelsea vs Liverpool  Twitter FBI  Church  #GreenwoodKeke  EFL Championship  Maatsen,"Aug 13, 2023 · 10:25 AM UTC",False,1,1
2858,https://twitter.com/the_elyphant/status/1690670701651300352#m,Manny.,@the_elyphant,"""An idiot got lost, a fool is looking for him, two idiots are now looking for each other..."" 😩😩I don't know what I would do if someone spoke to me like that. 😅😅 #JagunJagunMovie","Aug 13, 2023 · 10:24 AM UTC",False,0,0
2859,https://twitter.com/Ooreofeshaa/status/1690670104164409345#m,💐A🌷W🌺E🪷N🥀I💐,@Ooreofeshaa,Love no be scam true true 😁😂😂  #Osunosogbofestival2023 #TheTRIPPERZ #culturalTourism #Culture #JagunJagunMovie #Yoruba,"Aug 13, 2023 · 10:22 AM UTC",False,0,0
2860,https://twitter.com/Ooreofeshaa/status/1690669793584545792#m,💐A🌷W🌺E🪷N🥀I💐,@Ooreofeshaa,Kosi network 😂😁😁😂😂    @realfemiadebayo and @TheDimejiLateef performance. #JagunJagunMovie on @NetflixNaija,"Aug 13, 2023 · 10:21 AM UTC",False,0,0
2861,https://twitter.com/Praisefit1/status/1690669469343924224#m,Trending,@Praisefit1,🤣🤣🤣🤣 this thing go reach everybody  #BlackAugust Naira #ECOWASIntervention  Pastor Adeboye  Obasanjo  Apapa  Corolla  Fabrizio  Agemo  #JagunJagunMovie  Chelsea vs Liverpool  Twitter FBI  Church  #Greenwood Keke  EFL Championship  Maatsen  John Terry  My President Emefiele,"Aug 13, 2023 · 10:19 AM UTC",False,1,0
2862,https://twitter.com/BiggTexazz/status/1690669282932174848#m,DIGITAL BIRD 🦅,@BiggTexazz,Don't Swipe 😂  #JagunJagunMovie,"Aug 13, 2023 · 10:19 AM UTC",False,1,2
2863,https://twitter.com/Youngstriker9/status/1690669064895569921#m,YoungStriker9,@Youngstriker9,"Location was the same ,including the concept of these movies.  The #JagunJagunMovie looks like a continuation of  #ageshinkole = #ÒRÌSÀ= #JagunJagunMovie   But ,  Sound effect✓ Sound track✓ Action✓ Costume✓ Directing ✓  Were top notch 💯","Aug 13, 2023 · 10:18 AM UTC",False,1,0
2864,https://twitter.com/babtundescott/status/1690668880111226880#m,Babátúndé,@babtundescott,"This scene is giving me goosebumps. #JagunJagunMovie is incredible. From acting to directing to custom to continuity to location, to the VFX & the incredible action scenes 🎬 .   A solid 8.5/10 movie.  Well done @realfemiadebayo","Aug 13, 2023 · 10:17 AM UTC",False,1,0
2865,https://twitter.com/042solex/status/1690668774226292737#m,042solex_lucky,@042solex,Top stories of the week within Anambra State.  Oge Akụkọ Ụwa with 042 Solex.  Full video on YouTube link below 👇  https://tube.mint.lgbt/fCtKSbBiLj4  JUSTICE FOR MERCY EKE #BlackAugust Pastor Adeboye #JagunJagunMovie Corolla Apapa Twitter FBI Jackson Ude Asiwaju Agemo Obasanjo,"Aug 13, 2023 · 10:17 AM UTC",False,1,0
2866,https://twitter.com/ogolosandra/status/1690668472735272960#m,IamTheLight,@ogolosandra,"In #JagunJagunMovie, I wish Ogundiji had a deep voice to match his body and carriage. The soprano abi alto wasn't doing it for me...","Aug 13, 2023 · 10:15 AM UTC",False,0,0
2867,https://twitter.com/dimplemike__/status/1690668001412956160#m,🤍🕊THË ÜÑKÑØWÑ🕊🤍,@dimplemike__,Won ti ge eti agemo lo  Agemo o gbo nkankan mo😂😂  #JagunJagun #JagunJagunMovie #Nigeria #BBNaija #josh,"Aug 13, 2023 · 10:13 AM UTC",False,1,0
2868,https://twitter.com/Folasheycrown22/status/1690667893187342336#m,DIVINE T🇳🇬🇨🇦,@Folasheycrown22,I won’t forgive Itele for looking at the screen and asking if we are “Mad or something”. #JagunJagunMovie Agemo 🤣😆🤣,"Aug 13, 2023 · 10:13 AM UTC",False,341,29
2869,https://twitter.com/Praisefit1/status/1690667841480003584#m,Trending,@Praisefit1,The voice underground will crack you up. 🤣🤣🤣🤣  JUSTICE FOR MERCY EKE #BlackAugust Naira  #ECOWASIntervention Corolla  Obasanjo Apapa  Pastor Adeboye Peter Obi Madueke  Gbagada  Fabrizio  My President  #JagunJagunMovie  Agemo  Twitter FBI  Chelsea vs Liverpool  Church  Buhari,"Aug 13, 2023 · 10:13 AM UTC",False,2,1
2870,https://twitter.com/Youngstriker9/status/1690667625657901056#m,YoungStriker9,@Youngstriker9,"Too much repetitive roles for: #Yinkaquadri, he played wise one in  #ÒRÌSÀ & #JagunJagunMovie #Femiadebayo,played same role of antagonist in #Agesinkólé , #ÒRÌSÀ & #JagunJagunMovie #Muyiwaademola played role of high chief in #ÒRÌSÀ ,now a king with same costume in #JagunJagun","Aug 13, 2023 · 10:12 AM UTC",False,1,0
2871,https://twitter.com/dimplemike__/status/1690667549246066688#m,🤍🕊THË ÜÑKÑØWÑ🕊🤍,@dimplemike__,Which pattern you won draw wey I no Sabi😒  #BBNaijaAllStars #JagunJagunMovie #BBNaija #JagunJagun #JagunJagunMovie #Nigeria #NigerCoup,"Aug 13, 2023 · 10:12 AM UTC",False,1,0
2872,https://twitter.com/Emir_of_no_land/status/1690667238389395456#m,EMIR,@Emir_of_no_land,"@realfemiadebayo When part 2, the more you delay the more i postpone my marriage ceremony😌😌.  #JagunJagunMovie #JagunJagun 10/10 a great movie.","Aug 13, 2023 · 10:10 AM UTC",False,0,0
2873,https://twitter.com/dimplemike__/status/1690666962274095104#m,🤍🕊THË ÜÑKÑØWÑ🕊🤍,@dimplemike__,No bill me ooo Make I no send Agemo to you ooo  #JagunJagun #JagunJagunMovie #Nigeria,"Aug 13, 2023 · 10:09 AM UTC",False,1,0
2874,https://twitter.com/_goldenR/status/1690666763552215040#m,M.A.Y😉,@_goldenR,I just finished seeing #JagunJagunMovie  and what!!! I'm impressed. It's a 10/10 in my book. Characters outdid themselves and there are several lessons to learn.  Kudos to Femi Adebayo.,"Aug 13, 2023 · 10:09 AM UTC",False,0,1
2875,https://twitter.com/FadoroTobi/status/1690666714332106753#m,Oluwat'Obi-dient Ifeanyi,@FadoroTobi,There are are seeds and there bread from every income. app.homify.ng/r/OLUZZG/ Peter Obi Obasanjo Naira #ECOWASIntervention Twitter FBI Anthony Joshua My President Pastor Adebayo Agemo Buhari Emefiele Jackson Idẹ Shege Mercy and Ike Church #JagunJagunMovie Anambra State Uriel,"Aug 13, 2023 · 10:08 AM UTC",False,0,0
2876,https://twitter.com/senatorbaba2/status/1690666556366229504#m,darams,@senatorbaba2,@woliagba__ipm is a goat! #JagunJagunMovie,"Aug 13, 2023 · 10:08 AM UTC",False,0,0
2877,https://twitter.com/Ayor_aad/status/1690666304003268609#m,Ayor AAD,@Ayor_aad,Justice for mercy eke Happy Sunday Davido Pastor Adeboye Twitter FBI #JagunJagunMovie,"Aug 13, 2023 · 10:07 AM UTC",False,1,3
2878,https://twitter.com/Ovuemax/status/1690666196025131008#m,Ovuemax,@Ovuemax,@iteledicon1 are you sure your role in #JagunJagunMovie is not from birth?  How can one be so perfect for a role?   You’re really special boss.  ❤️❤️❤️,"Aug 13, 2023 · 10:06 AM UTC",False,0,0
2879,https://twitter.com/iron_bender08/status/1690664909283983360#m,Bender 🏋🏿,@iron_bender08,"#JagunJagunMovie is a testament that with the right system, Nigerians would flourish.   The actors, producers et all are all the indigenous Nollywood actors that feature in movies on AM Yoruba we see as trash sometimes.   Without the right system, talents won’t flourish","Aug 13, 2023 · 10:01 AM UTC",False,2,0
2880,https://twitter.com/sobafemi/status/1690664510254694400#m,THE OCTOPUS,@sobafemi,"🤣🤣😂😂🤣🤣😂😂🤣😂😂😂😂  Mehn, #JagunJagunMovie must be a series o. E never finish.   @realfemiadebayo @Jaiyejejeomo","Aug 13, 2023 · 10:00 AM UTC",False,1,1
2881,https://twitter.com/MrsS_HallyB/status/1690664461877510145#m,HallyB✂️||UmmuZafirah||❤️,@MrsS_HallyB,Community project Jona ooo😂🤣😭 #JagunJagunMovie,"Aug 13, 2023 · 9:59 AM UTC",False,1,0
2882,https://twitter.com/profade_/status/1690664303815204864#m,Prof. Wealth,@profade_,"@realfemiadebayo Iwo Tani, ati tani niwaju tani? 😂😂😂 Nice work with Jagun Jagun, of course the biggest room is the room for improvement. The props and set are great in my opinion. Please where's that location? Awesome scenery. #JagunJagunMovie eku ise sir.","Aug 13, 2023 · 9:59 AM UTC",False,0,0
2883,https://twitter.com/I_am_OLANS/status/1690664114064912384#m,CRUDE 👣,@I_am_OLANS,Me inside #JagunJagunMovie  Itele did well and a good apt and sunccint power revolving century worth movie from @realfemiadebayo thank you for the cultural way of learning from movies.,"Aug 13, 2023 · 9:58 AM UTC",False,1,0
2884,https://twitter.com/WealthWealth8/status/1690663985886990336#m,Olalekan Tirimisiyu Tolase,@WealthWealth8,"""Death today, wealth tomorrow, if we die today, how do we enjoy the wealth 🤑💰🤑 coming tomorrow"" Lateef Adedimeji aka Gbotija(Jagun Jagun Movie) #jagunjagunmovie #lateefadedimeji","Aug 13, 2023 · 9:57 AM UTC",False,2,1
